,linkPoster,name,role,time,content,content_img,react_list,comment,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
241,No link,Người tham gia ẩn danh,Thành viên,19 giờ,Ê bay ơi bay nyc nt đòi quay lại thì ns sao cho ngầu vậy,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': '1', 'Haha': '10', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 336', 'content': 'Không rep luôn ní'}, {'name': 'Người tham gia ẩn danh 626', 'content': 'Oke'}, {'name': 'Chuẩn Bị Đổi Tên', 'content': 'Cho tấm ảnh là ok'}, {'name': 'Thị Chế', 'content': 'Em đồng í'}, {'name': 'Đăng Khoa', 'content': 'Thị Chế dữ dữ'}, {'name': 'Thị Chế', 'content': 'Đăng Khoa vỡn'}, {'name': 'PViết Lợi', 'content': 'Ok'}, {'name': 'Minh Phương', 'content': 'Phan Thị Thanh Sương hc hỏi kìa'}, {'name': 'Người tham gia ẩn danh 763', 'content': 'có phải lò vi sóng đâu mà đòi quay lại'}, {'name': 'Tú Ngô', 'content': ''}]",35.0,33.0,17.0,,
242,No link,Người tham gia ẩn danh,Thành viên,19 giờ,Bị cắm sừng thì phải làm sao mn,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hồng Nhung', 'content': 'nhắn tin tớ. tớ chỉ cho. tại tớ từng bị'}, {'name': 'Thuu Huệ', 'content': 'Cắm lại'}, {'name': 'Linh Đoàn', 'content': 'Thì cưa sừng'}]",36.0,34.0,18.0,,
243,No link,Người tham gia ẩn danh,Thành viên,19 giờ,Tin cô Ngọc Anh dễ k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,37.0,35.0,19.0,,
244,No link,Người tham gia ẩn danh,Thành viên,20 giờ,cho em hỏi mục đổi nhóm học phần này là sao ạ?,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/467247236_478097895290132_2019518827374025544_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGzx5DQ7UrCyKt6ipsUZxsuP85ZLB4QXtA_zlksHhBe0ENaNAT3iUpvvEpbe6fEpkULB8T6xxsoZEBRMZSa8mMe&_nc_ohc=dqK0Lr6klg0Q7kNvgG8YqsB&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AyRfZ7PFf9qbjRTtGcfIQ9D&oh=00_AYDfantVGpepfJHEIUdCQWI7Bt8HqTlcNVxm4sY5pdX2Vg&oe=674349D8'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thị Yến', 'content': 'Đổi nhóm học phần môn học tương tự nhưng mà lớp khác thầy cô khác dạy điều kiện là lớp đó chưa hết slot'}]",38.0,36.0,20.0,,
245,No link,Người tham gia ẩn danh,Thành viên,20 giờ,Ai pass lại lớp sáo recoder chiều thứ 2 không ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,39.0,37.0,21.0,,
246,No link,Người tham gia ẩn danh,Thành viên,20 giờ,"Anh chị ơi, cho em hỏi thể dục mình đăng ký lại môn đã học được không anh chị, điểm đó có được chấp nhận không ạ, mong được anh chị trả lời",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hồng Linhh', 'content': 'Được hết nha:v'}]",40.0,38.0,22.0,,
247,No link,Người tham gia ẩn danh,Thành viên,20 giờ,"Em cảm ơn chị sp tiểu học năm 3,khi chiều 14h15-em có mắc kẹt ở toà a5 do mưa to ạ.thành thật 1 năm r ms thấy đc tình đồng hương Của con người nghệ an thật đẹp.mong chị thấy bài viết này",No picture,"{'Thích': '6', 'Yêu thích': '5', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,41.0,39.0,23.0,,
248,No link,Người tham gia ẩn danh,Thành viên,20 giờ,Thầy Hoà dạy Triết dễ ko ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Cao Huy Hoàng', 'content': '.'}]",42.0,40.0,24.0,,
249,No link,Người tham gia ẩn danh,Thành viên,10 giờ,Nên chọn tin học đại cương thầy hải hay cô bình mn ???,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': '.'}]",43.0,41.0,25.0,0.0,
250,No link,Người tham gia ẩn danh,Thành viên,10 giờ,Review thầy tùng dạy triết đi mn,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thinh Nguyen', 'content': 'Bich Nga kìa'}, {'name': 'Người tham gia ẩn danh 877', 'content': 'Thầy vui tính, học thoải mái ko phải căng thẳng j cả, điểm số cũng okela. Nchung là phải chăm đi học cơ, với cả chịu khó đọc tài liệu phát biểu thì học ai cũng điểm cao hết ak.'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả .'}]",44.0,42.0,26.0,1.0,
251,No link,Người tham gia ẩn danh,Thành viên,10 giờ,"Ai đổi với mình suất bóng bàn chiều t3 hok, mình đang học CL chiều t6",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,45.0,43.0,27.0,2.0,
252,No link,Người tham gia ẩn danh,Thành viên,11 giờ,Tới hạn nộp học phí nhưng chưa thể nộp thì có được nộp trễ k ạ. Cần lên xin trường cho gia hạn được k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,46.0,44.0,28.0,3.0,
253,No link,Người tham gia ẩn danh,Thành viên,12 giờ,Chưa nộp tiền thêm 2 tín chỉ cho sv năm 1 mà hết hạn nộp thì bây h nộp sao ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Lâm Lâm', 'content': '23-28/11 sẽ mở để nộp đó'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Lâm Lâm cảm ơn ạ'}]",47.0,45.0,29.0,4.0,
254,No link,Người tham gia ẩn danh,Thành viên,12 giờ,Ai đó có thể nhả cho em nhịp điệu được ko ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,48.0,46.0,30.0,5.0,
255,No link,Người tham gia ẩn danh,Thành viên,12 giờ,Ac đi trước cho e xin review các thầy cô ở đây ạ ,"{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/467742908_900384152195845_7784846688255087859_n.jpg?stp=dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH364g4CPYYYgc-jGzCPM8U9S7vSip2GE_1Lu9KKnYYTxijTZZ1idaDwztE0ilSgz86M-25u3fQtw9fDZSyJoYc&_nc_ohc=9SuzOuqm-mQQ7kNvgHhdXKH&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AEqXU7oAPWDBu-FiRWP2Kev&oh=00_AYB-8WV4-jmIPE2Lzfneif0OelsDa9R8WA2_K8Xcu5RdJw&oe=6742860A', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t55/1/16/1f607.png'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,49.0,47.0,31.0,6.0,
256,No link,Người tham gia ẩn danh,Thành viên,12 giờ,"Mình với bạn mình đang bị chia ly . 
Ai giúp mình đổi lớp này sang lớp 03 được không ạ . 
Mình cảm ơn mọi người nhiều ạ .",{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/467554745_1687996711745522_8520508426046650388_n.jpg?stp=cp6_dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHMxyCu2g0xUd6_CupCt2kZRtEi53nNQGtG0SLnec1Aa3xjG3tqi38ZoAIdva6PuVW1nedy4ZkjZpRIHg6tB3Xx&_nc_ohc=FrbzbeVb9yMQ7kNvgEiMSUW&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AEqXU7oAPWDBu-FiRWP2Kev&oh=00_AYBQx2YfAb4MJ2Wf9xZbatwhY09yZsz_-4pU1ukNp_Bqlw&oe=6742A957'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,50.0,48.0,32.0,7.0,
257,No link,Người tham gia ẩn danh,Thành viên,13 giờ,Ai đky tin học k được k . Mà muốn mở lớp phải 15 bạn . mình có 6 bạn ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,51.0,49.0,33.0,8.0,
258,No link,Người tham gia ẩn danh,Thành viên,13 giờ,Anh chị cho em hỏi bóng bàn trường mình dễ qua môn k ạ :)))) Em hết đường cứu rồi,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Nguyễn Uyên', 'content': 'Đổi tui iii'}, {'name': 'Đoan Trang', 'content': 'B biết lộn mèo hong đổi tui'}, {'name': 'Xa Man', 'content': 'Cũng dễ đó'}, {'name': 'Phương Thảo', 'content': 'Đừng. Giữ im đi tr siêu dễ'}, {'name': 'Thanh Thanh', 'content': ':((('}]",52.0,50.0,34.0,9.0,
259,No link,Người tham gia ẩn danh,Thành viên,13 giờ,có ai muốn đổi thể chất môn bóng rổ 531 qua 532 hay ngược lại k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,53.0,51.0,35.0,10.0,
260,No link,Người tham gia ẩn danh,Thành viên,13 giờ,tha thiết tìm ng pass môn tin hc mã 24-0230,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,54.0,52.0,36.0,11.0,
261,No link,Người tham gia ẩn danh,Thành viên,13 giờ,"có bạn nào nhượng lại môn thí nghiệm hóa mã 01 02 03 04 không ạ 
bất lực lắm rùi ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,55.0,53.0,37.0,12.0,
262,No link,Người tham gia ẩn danh,Thành viên,13 giờ,"Hết slot tin học đại cương lớp mh, đkí qua lớp khác mà ko phải khoa mh được ko ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 955', 'content': 'Đx nha:))'}]",56.0,54.0,38.0,13.0,
263,No link,Người tham gia ẩn danh,Thành viên,14 giờ,"Pass lấy nhiu cho hợp tình ạ
e ngồi 3 tiếng muốn trĩ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,57.0,55.0,39.0,14.0,
264,No link,Người tham gia ẩn danh,Thành viên,14 giờ,Học bóng bàn có dễ qua môn k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,58.0,56.0,40.0,15.0,
265,No link,Người tham gia ẩn danh,Thành viên,14 giờ,mn ơi có ai muốn đổi lấy lịch học tin ngày thứ 5 của tui kh,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,59.0,57.0,41.0,16.0,
266,No link,Người tham gia ẩn danh,Thành viên,14 giờ,Không biết chơi bóng bàn mà đk bóng bàn thì sao ạ,No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Bichh Thuyy', 'content': 'B đổi nhịp điệu chiều t2 k ạ? Bóng bàn b đki chiều thứ 5 thì đổi vs mình vs:))'}, {'name': 'Người tham gia ẩn danh 631', 'content': 'Bóng bàn dễ lắm'}, {'name': 'Hoàng Thị Mỹ Duyên', 'content': 'Trần Quốc Hoàng bạn hỏi đr ko'}, {'name': 'Nguyễn Lê Bảo Trinh', 'content': 'Quynh Huong review coi em'}, {'name': 'Thanh Thanh', 'content': 'xin tip review bóng bàn cho e với ạ'}, {'name': 'Nguyễn Trọng Luật', 'content': 'đi tập ko'}, {'name': 'Tài', 'content': 'mình cũng vậy nè'}, {'name': 'Thùy Linh', 'content': 'xin tip để e với bạn Ng Hương Giang qua môn vs ạ kk'}, {'name': 'Bùi Thị Hoa', 'content': 'Diệu Linhh m đăng à'}, {'name': 'Nguyễn Đức Quang', 'content': 'Qua học khoá Nguyễn Văn Tài giảng là ok'}]",60.0,58.0,42.0,17.0,
267,No link,Người tham gia ẩn danh,Thành viên,14 giờ,Logic học đại cương thầy Tùng có khó không ạaa,No picture,"{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Xuân Mai', 'content': 'Ổn áp'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Xuân Mai thật kh ạ Em nghe bảo khó mà em rén luôn'}, {'name': 'Gia Hân', 'content': 'Linh Phan Trần Linh rì viu đi'}, {'name': 'Trần Linh', 'content': 'Học quá chill'}, {'name': 'Linh Phan', 'content': 'Gia Hân cũng cũng đồ đó, môn này về cơ bản thì khó nhưng mà nếu đi học đầy đủ chăm nghe giảng thì cũng không hiểu gì'}, {'name': 'Người tham gia ẩn danh 690', 'content': 'cũng ổn'}, {'name': 'Hồng Linhh', 'content': 'Chuyên gia trong nhóm Thi hết mình điểm hết hồn'}, {'name': 'Ngân Võ', 'content': 'Thu NguyệtNgọc Hân ê !'}, {'name': 'Thu Nguyệt', 'content': 'Ngân Võ dịu kha, thầy giảng rất hay, đề thi cũng cũng (do mình ngoo á), đi thi nên ngồi một mình'}]",61.0,59.0,43.0,18.0,
268,No link,Người tham gia ẩn danh,Thành viên,15 giờ,tha thiết tìm người pass môn tin học đại cương mã 24-0223 24-0228 24-0230 ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,62.0,60.0,44.0,19.0,
269,https://www.facebook.com/groups/1976889476160045/user/61561838349592/?__cft__[0]=AZWJf6bw9sL0taXcIBaM5zb008T2uBvmoxZHnJf133QUBPhe_KFCmzxk8FyQNAa86mYdWpDr27PfCO3i8edsV9EZ6c0ileR0p9DRBa5fQiDaEVpxlSvvk1e23aKr3XHL6kawtXa76ix8V2zP4RNw3AETBzvONGaqvtzv49Ba3ixh-NVTRol2V4kt7youYZ_Mq6o&__tn__=-UC%2CP-R,Hà Tuấn,Thành viên,15 giờ,ai pass gdtc bóng chuyền k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment,63.0,61.0,45.0,20.0,
270,No link,Người tham gia ẩn danh,Thành viên,15 giờ,mọi người ơi vì em bị trung lich các môn khác nên không thể đk đc m.n cho em đổi với em lớp 24-0202 thực hành tổ chức cô duyên sang 24-0225 hoặc 24-0226 thầy vân được công ạ.,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,64.0,62.0,46.0,21.0,
271,No link,Người tham gia ẩn danh,Thành viên,16 giờ,Cần xin info chị bé ở trọ K457 Tôn Đức Thắng đường bên hông Đại Học Sư Phạm phòng có 3 người ở có 1 chiếc xe điện biển 38 ạ ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,65.0,63.0,47.0,22.0,
272,No link,Người tham gia ẩn danh,Thành viên,16 giờ,"Đk tín chỉ k được bị đồn ai đó cứu tuii

3 môn 1 ngày có quá đáng k sức người có giới hạn",No picture,"{'Thích': '9', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Thảo Ngô', 'content': 'Lên năm 2 ngày 4 môn còn được:))'}, {'name': 'Người tham gia ẩn danh', 'content': 'Người tham gia ẩn danh Tác giả Thảo Ngô em năm nhất sợ dồn lại z ít bữa thi học k kịp'}, {'name': 'Thảo Ngô', 'content': 'Người tham gia ẩn danh ksao đâu e ơi , gk gv cx thoáng , chủ yếu cuối kì thoii'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Thảo Ngô ck thi theo tên dfk chị'}, {'name': 'Thảo Ngô', 'content': 'Người tham gia ẩn danh đroii đó'}, {'name': 'Lê Thị Ánh Minh', 'content': 'Bình thường thôi bình thường thôi bình thường thôi'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả @nêu bật 3 môn/ ngày có thực sự nhiều'}, {'name': 'Hoàng Hoài', 'content': 'Ngày 4 môn từ sáng đến tối vẫn thấy chill'}, {'name': 'Tuan Anh Tran', 'content': 'Phạm Minh Tuấn giải tích đại số tâm lí trong 1 ngày'}, {'name': 'Trần A. Thư', 'content': 'Nguyễn Hoài Thương Ngày 4 môn thấy cũng cũng bth =))'}, {'name': 'Hữu Kha', 'content': 'Tui còn k được đk đây này'}, {'name': 'Hau Nguyen', 'content': 'Ngocc Huy có thật sự là nhiều'}, {'name': 'Đinh T. Ngọc Luyến', 'content': 'Tui cũng giống bạn'}, {'name': 'Kim Oanh', 'content': 'không sao chị đây học liên tục từ sáng đến tối mà nhằm nhò gì'}]",66.0,64.0,48.0,23.0,
273,No link,Người tham gia ẩn danh,Thành viên,17 giờ,ai pass slot gduc học của lớp học phần 24SS hoặc 24SKT1 cho e đi do mấy kia trùng tkb hết rui,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Thị Hiền Trang', 'content': 'Tuii khẩn thiết tìm slot 24SS'}]",67.0,65.0,49.0,24.0,
274,No link,Người tham gia ẩn danh,Thành viên,18 giờ,"Pass xì lót bóng rổ nè
thêm mấy xì lót ngon bổ nữa",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Vinh Dương', 'content': 'Thứ mấy á b'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Vinh Dương sáng t2 nha'}, {'name': 'Người tham gia ẩn danh 103', 'content': 'Có bạn nào pass môn Giáo dục học sáng T6 mã 0103 k ạ, mình tuyệt vọng quá r'}, {'name': 'Thanh Tiền', 'content': 'Ib tui đi b ơi'}, {'name': 'Nguyễn Thị Huyền', 'content': '..'}]",68.0,66.0,50.0,25.0,
275,No link,Người tham gia ẩn danh,Thành viên,20 giờ,Cho xin ít review về triết thầy Hoà,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,69.0,67.0,51.0,26.0,
276,No link,Người tham gia ẩn danh,Thành viên,21 giờ,Mn ơi cho e xin review về các thầy cô này với ạ ,"{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/467710128_1651851635678413_3065484529091046285_n.jpg?stp=dst-jpg_p180x540&_nc_cat=103&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEbU19IIMtNWaYELOdfP_1rcsBq09mcvmFywGrT2Zy-YTFSpyzTdFq1lFDunmuk5QwRUUlGzGDpCTAIXTSQy7lH&_nc_ohc=DkxGUEvEReYQ7kNvgG9nCVs&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A4DRuxW71g4Mu8vwZL1j2ig&oh=00_AYAoKvqsgoEJhOwiFusGlyJ-gu-wXxJb_lzdge9Dz6ue6Q&oe=6742A597', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t55/1/16/1f607.png'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,70.0,68.0,52.0,27.0,
277,No link,Người tham gia ẩn danh,Thành viên,22 giờ,Mình muốn đổi Tiếng việt thực hành ở tiểu học từ thứ 7 qua thứ 6 ạ (24-0202 qua 24-0201),No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,71.0,69.0,53.0,28.0,
278,No link,Người tham gia ẩn danh,Thành viên,23 giờ,"Mọi người ơi review môn bóng chuyền đi ạ
em lỡ rớt vào môn đó thì phải làm sao đây nghe các anh chị bảo môn bóng chuyền dễ rớt môn
các thầy có khó ko ạ",No picture,"{'Thích': '7', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Trần Đan Nhi', 'content': 'Đổi đi..'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Nguyễn Trần Đan Nhi bây h khó lắm ạ'}, {'name': 'Người tham gia ẩn danh 890', 'content': 'Tui thấy dễ lắm ní trước học tèn tèn cũng qua không'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Người tham gia ẩn danh 890 tui sợ lắm nó ơi'}, {'name': 'Thuỳ Linhh', 'content': 'Đổi k bạn êiiii'}, {'name': 'Phạm Cường', 'content': 'Thuỳ Linhh b hoc cgi đổi'}, {'name': 'Linh Đoàn', 'content': 'Hên xui:))'}, {'name': 'Xa Man', 'content': 'Cũng ok đó'}, {'name': 'HiếU HiếU', 'content': 'Biết đánh bóng sơ sơ là qua hết mà'}]",72.0,70.0,54.0,29.0,
279,No link,Người tham gia ẩn danh,Thành viên,23 giờ,"như này ổn không ạ
 có gv nào khó và cần lưu ý cho em lời khuyên với các tiền bối","{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/467402057_966928881929157_8885978331704659379_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHPC1WwovmKH9LAOR7KHsWHyOz2wsu3ePPI7PbCy7d489UzHBsVls2gwLLK2lRi3B-Idu5_ebfCFnNJOFzTNsrl&_nc_ohc=FILLPbaR8BoQ7kNvgFde2Yq&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=AxvTPrzi8-54Fgl87bkOKR3&oh=00_AYDgURPPdQAnUA0NEyCytdAtdt6VfUxzWQimws9xYjHqCQ&oe=67429CBF', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/tec/1/16/1f972.png'}","{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 240', 'content': 'Thầy Hưng dấu iu'}, {'name': 'Thanh Huỳnh', 'content': 'Học cô Thơ thì phải ngoan nha, có sách và vở riêng, trang phục thì nhớ mặc áo có cổ bẻ-)) mặc hẳn sơ mi càng tốt nha Chúc cưng học hành ok'}, {'name': 'Người tham gia ẩn danh 541', 'content': 'Học thầy Hưng thì làm đủ bài tập thầy giao là điểm cao nha , thầy cho điểm siêu dễ'}, {'name': 'Người tham gia ẩn danh 562', 'content': 'Học cô thơ tranh bàn đầu mà ngồi nhaaa:)'}, {'name': 'Bảo Ngọc', 'content': 'Có cô Diệu nha. Do cổ dễ thương lắm á=))))) Dễ thương mà dễ thương xỉu up xỉu down chớ hổng phải dth bthg. Dễ thương mà còn dạy hay mà còn tâm lý'}]",73.0,71.0,55.0,30.0,
