content,label,start
"Hình thêu đẹp lắm, mà hình như size mỗi áo khác nhau, nói chung là áo đẹp ạ",NEU,3
Giao hàng nhanh,NEU,3
"Thời gian giao hàng chậm, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền",NEU,3
Size XL thì đúng size mình hơn,POS,5
Đành liều đặt quần ở đây,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền <3 k uổng gần 1 tháng chờ áo,NEU,3
Len mịn và dày dặn,POS,5
áo k đẹp,NEG,2
Shop khâu vá lại,NEG,1
Màu đậm hơn so với ảnh,NEG,2
Hộp bị móp và ướt ở góc,NEG,2
"hàng kém , không giống hình",NEG,1
"Quần mặc như không ý, rất thích",POS,4
"Giá rẻ, vải rất ổn",POS,5
Tks Shop,POS,5
Tay áo sụt chỉ,NEG,1
Hơi mỏng,NEU,3
Chất lượng sản phẩm tốt,POS,5
Chúa gét màu hồng nên k ưng xí nao,NEG,1
Áo đẹp vải rất đẹp nha shop,POS,5
Mẫu áo quá tệ,NEG,1
Chất cũng ổn,NEU,3
Vải đc,POS,4
áo ngắn và xấu,NEG,2
Oke,NEU,3
Chất vải thích,POS,4
Shop đóng gói cẩn thận,POS,5
"Áo này là khỏi bàn miễn chê luôn, áo rất cute 😍😍😍 vải đẹp, tốt",POS,5
hang wa dỡ,NEG,1
Hàng giống hình,NEU,3
"Quần đẹp , vải dày dặn, màu đen tuyền rất đẹp",POS,5
Ko giống tý nào,NEG,1
Rất hợp với mình,POS,4
Thực sự quá thất vọng,NEG,1
"Vận chuyển hàg k nhắt lót vào cặp, nên cắp bị méo mất dág",NEG,2
Hàng bị lem mà shop đổi trả ngay miễn phí. 10 sao cho thái độ phục vụ của shop,POS,5
Quần lót giấy mỏng quá,NEU,3
Shop phục vụ rất kém Thời gian giao hàng rất chậm,NEG,1
Bị rách ngay đáy quần lỗ khá lớn :(( quần khá ok,NEG,2
Chất lượng sản phẩm rất kém.. hàng kg như mau hàng nhay,NEG,1
Có cái sao no bị ẩm,NEG,2
Giá rẻ thì chịu vải ko tốt với đường may ko đẹp,NEG,1
"Son khá lì và bền màu, uống nước dây ra li chút nhưng vẫn bám màu 👍🏻",POS,5
Có quà kẹo và giấy😁,POS,4
Kiểu đẹp y hình,POS,5
Màu ngoài ko giống trong ảnh nhưng chất lượng khá ok với giá,POS,4
Đã nt cho shop đổi size rồi mà vẫn giao size L.Đã thế còn giao sai mẫu nữa.lần đầu mua hàng ở shop thất vọng quá,NEG,2
Về chất lượng e chỉ cho 3 sao nhưng thêm 1 sao vì shop cho đổi trả khi không vừa size,POS,4
Nhưng thời gian giao hàng rất rất lâu,NEU,3
❤❤,POS,4
Vải dom áo ko giống trong hjnh giả tạo xấu xí,NEG,1
"Đóng gói sản phẩm rất kém , ghi tặng kèm kẹp dây sạc điện thoại cũng k thấy luôn",NEG,1
Áo chật ngắn trong khi mình là người gầy,NEG,1
SP k bằng lần trước mình mua,NEU,3
Hàng 4 lớp,NEU,3
"Áo chất oke, giá cũng oke, cơ mà thích from áo trắng hơn",NEU,3
Hic,NEG,2
Vải mỏng,NEG,2
Sản phẩm giống ảnh,NEG,2
"Sp như hình, khá hài lòng",POS,4
Vừa miệng,NEU,3
shop oi ngọt wa ngán lm ak. ăn 3 mieng đầu ngon sau thấy ngọt wa phai cho it nước mắm vào quay măn lại moi ăn dc,NEG,2
Mình sẽ ủng hộ dài dài,POS,4
K giống mầu trong ảnh Đường may k đẹp lắm,NEG,2
Chất liệu vải phông bình thường,NEU,3
Chất liệu với áo k giống như trong ảnh,NEG,2
"Váy màu tối như hình shop chụp thật, chứ k tươi như ảnh mẫu mặc 😂😂😂, màu này nên gọi là nâu đỏ vì thiên về nâu hơn, chất tuy k phải lụa nhưng khá mềm, chỉ có điều có thể dễ nhăn, với giá này thì tạm okie, tặng shop ảnh feeback",POS,4
Chất vải Okie,POS,4
Màu 15 hơi ngả về tông hồng hơn là đỏ khi son lòng môi,NEU,3
Lần nào mua hàng cũng rất ưng,POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền,POS,5
Hàng ok,POS,5
Chất không đc đẹp,NEG,2
Màu đẹp y hình,NEU,3
"Chất lượng sản phẩm tạm được, Shop phục vụ tạm được",NEU,3
Khá thích :),POS,4
Áo quá rộng,NEG,2
Shop tư vấn nhiệt tình và tạo điều kiện cho khách,POS,5
"Đóng gói sơ sài hộp móp méo, giao hàng chậm",NEG,1
Rất đáng tiền,POS,5
"Rộng khiếp, chả mặc đc",NEG,1
Ăn hết sẽ tiếp tục ủng hộ,NEU,3
Size nhỏ xíu,NEG,1
Giao hàng lại nhanh nữa,POS,4
"Thời gian giao hàng nhanh, shop rất nhiệt tình",POS,5
Đat sz M mà nguoi 50tuoi mac còn chat,NEG,1
Shop phục vụ rất tốt Shop phục vụ rất tốt,POS,5
Rất hài lòng về quần lót bầu,POS,4
Chất lượng sản phẩm tuyệt vời,POS,5
Áo đỏ may hơi lỗi,NEU,3
Mình mặc size 27 mà lấy size 28 vẫn khong vừa,NEG,1
Nên kh vô điện,NEG,1
"Móc dán thi dính đầy keo ,cấn gãy tùm lum,, ao phông trơn cầm lên thấy muốn xũi huống chi mặc vào nguoi .",NEG,1
Đóng gỏi sản phẩm được,POS,5
Cặp đẹp hơn nhiều so với mong đợi,POS,5
Size L vừa người nhưng dài quá,NEG,2
Em mang đến lớp đứa nào cũng hỏi mua ở đâu đấy mua hộ tao với :)) Hàng đẹp lắm,POS,5
Rất mỏng,NEG,2
The material is high quality but the size is too big,NEU,3
Rẻ mà đẹp lắm,POS,5
đèn hơi nhỏ,NEG,2
Có điều đường may hơi đơn giản nên mới mặc đã bung hết 1 cái,NEG,2
Chất đẹp. dày mịn,POS,5
"Chất lượng sản phẩm tuyệt vời, rất thích",POS,5
"Tại sao mua 2 sản phẩm cùng 1 địa chỉ, giao hàng cùng 1 lúc mà shop lại tính 2 lần tiền ship????",NEG,1
Đóng gói hơi xấu,NEG,2
Chất lượng sản phẩm ko đc hài lòng vì độ thấm hút và chống tràn k đc tốt,NEG,2
Quần cực kì đẹp,POS,5
Áo rất đẹp,POS,4
"Tay áo ngắn quá không giống hình, Vải tạm được",POS,4
Chất lượng ổn 😙😙😙😙😙,POS,4
Sản phâm cũng được,POS,4
"Có vài chỗ sét, nhưng vẫn đánh giá cao vì shop nhiệt tình",POS,4
Đặt hàng ko giao hàng là Sao vậy á,NEG,1
Tư vấn rất nhiệt tình,POS,5
Áo tạm ổn,POS,4
Tệ hại chưa từng thấy,NEG,1
Hàng giống hình chất vải ổn,POS,4
Xấu cả chất vải lẫn form quần,NEG,1
Shop phục vụ kém,NEG,1
"Đường may có 2 chỗ dúm 1 chút, mình chấp nhận được với mức giá đã trả",NEU,3
Cảm ơn shop nhé,POS,5
Mua lần 2 được shop tặng quà,POS,5
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt,POS,5
Gói hàng đẹp,POS,4
Với giá 2000₫ quá ổn tiếc là chỉ mua được 1 chiếc,NEU,3
"Áo đẹp , như hình",POS,5
"Vải mỏng dính, tạm đc so với giá",NEU,3
Áo đẹp nhưng giặt ra màu,NEG,2
Mãi mới rình bắt được nó 😂,POS,5
Chất vẫn bị nhăn,NEG,2
Giá cả chấp nhận được,POS,4
Dùng code nên được giảm 50k trên tổng bill ^^,NEU,3
"Cay, ngon :))",POS,5
Mình mặc quần trơn nhiều rồi giờ đổi sang hoa lá cành cho mới mẻ,POS,4
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền,POS,5
Va bi ho chi 3cm,NEG,1
"Áo đẹp giống hình, chất liệu tốt, anh chủ shop dễ thương cực luôn nhé",POS,5
Giống như trong hình,NEU,3
Khui hàng thì thấy hộp bể thế này,NEG,2
Mua 3 cái đc nhận quà của shop thêm 1 cái ❤️❤️,NEU,3
LÀM ĂN KIỂU BỐ LÁO,NEG,1
Chủ shop nhiệt tình lắm luôn,POS,4
Thời gian giao hàng rất nhanh Mặn quá mua tận 2kg,NEU,3
Mình đặt size 36 shop lại giao size 37,NEU,3
"Ăn giòn, ngon",NEG,1
Chất lượng sản phẩm tuyệtvời dep dong goi chac chan,POS,5
Bị bung chỉ một đoạn váy,NEU,3
"sản phẩm rất ok, kể cả áo trong của nữ chất vải cũng mềm đẹp, mang lên sang chảnh, tui mình diện đi sinh nhật ai cũng khen đẹp đôi, nói chung là rất hài lòng",POS,5
Sản phẩm sale nên k chú ý đến chất lượng thì phải.có hai vết ố nhỏ 😑 Thời gian giao hàng nhanh,NEG,2
OK,NEU,3
Bình thươngf,NEU,3
Khá tốt so với giá,POS,4
Áo rất đẹp 👍👍👍,POS,5
Sai mẫu,NEU,3
"Vải pha nhiều nilon, mặc cứng và bí",NEG,2
Chữ in vẫn bị bong,NEG,1
K hề đáng giá tiền một chút nào :))) mong ai muốn mua hãy suy xét lại,NEG,1
"Nhưng mà không sao, Mong bạn rút kinh nghiệm lần sau nhé",NEU,3
Màu vàng lại thành nâu,NEU,3
Chất thì cg đc,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp lắm ạ ủng hộ shop thêm cho 100 sao..,POS,4
Chất lượng phù hợp giá tiền,NEU,3
Chất lượng sản phẩm tạm được.chiều dài áo ngắn quá,NEU,3
Hàng đẹp,POS,4
"Sản phẩm chấp nhận được, thời gian giao hàng quá lâu",NEU,3
Vải rất mềm và mịn,POS,5
Nhưng vẫn đánh liều mua 2 cái,NEU,3
"Dây sạc ngắn tũn, bị bẩn, dính màu lem nhem",NEG,1
Chất liệu đẹp .nhưng dáng áo ko đẹp,NEG,2
Mất uy tín,NEG,1
Giao hàng nhanh chóng,POS,5
"Quần dành cho b nào béo tí chứ mình size S rồi mà vẫn rộng dã man (mình 1m55, 43kg)",NEG,1
"Phần tay áo loe rộng, màu đẹp, chất áo được",POS,4
Order hình 5 shop gửi hàng hình 3,NEU,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,POS,5
Hơi thất vọng,NEG,2
Vải ok lắm shop ơi,POS,4
Shop phục vụ rất tốt 😍,POS,5
Sản phẩm tốt,NEU,3
Mình rất hài lòng,POS,5
"Vải nóng , xấu, áo bị bẩn Chất lượng sản phẩm rất kém",NEG,1
San pham 0 giong hang da dat vi the so mua do tren mang luon,NEG,1
Chất lượng tốt giao hàng hơi lâu,NEU,3
Áo được nhưng sao hình màu đen,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,POS,5
Sản phẩm đẹp y hình rất hài lòng,POS,5
"đặt 2 cái 1 trắng 1 đen, giao 2 cái đen",NEU,3
KHÔNG GIỐNG HÌNH,NEG,1
Thẻ ko nạp được,NEG,1
"Hàng ok, giá hợp lý",POS,4
Không dài như mình nghĩ :(,NEU,3
Mình hài lòng với sản phẩm,POS,5
Giao nhầm hàng,NEG,2
"Lần đầu mua quần áo trên shopee cũng may mua đúng shop bán đồ đẹp, giá rẻ, shop cực dễ thương",POS,5
Đóng gói sản phẩm chắc chắn,POS,4
Rất không đáng tiền Đóng gói sản phẩm rất kém,NEG,1
Đóng gói chưa đc đẹp,NEU,3
Giao k đúng màu mình chọn nhưng chất đẹp nên mình k yêu cầu đổi lại nữa,NEU,3
Quần siêu cute,POS,5
Áo thun ra màu,NEU,3
"Bị rách mũ, k có dây ở mũ như hình, áo gió 2 lớp",NEG,1
"Mỗi ngày giao hàng càng kém chất lượng, không giống hàng mẫu",NEG,1
Mừng quá chờ đợi sản phẩm cứ tưởng ko như mong đợi,NEU,3
Đóng gói cẩn thận.có cả giấy cảm ơn mua hàng trong đó,POS,4
"Chất lượng sản phẩm tuyệt vời, đóng gói chưa cẩn thận lắm nhưng cũng ok, bao màu cam dạ quang (hơi sáng ngời)......đang test hàng nhưng cho 5 sao",POS,5
Quá thất vọng..,NEG,1
K phải quân bộ đội của quân nhu,NEG,2
😍😍😍😍,NEU,3
Đặt S giao M phải bóp,NEG,2
giày đẹp nhưng hơi rộng,NEG,2
Huhu,NEG,1
Hàng đẹp rất ưng ý 👍🏻😍,POS,5
Sạc dự phòng kg dùng đc..,NEG,1
Chất lượng sản phẩm kém,NEG,1
Chất lượng khá oke nhưng đường nối chỉ lộ quá,NEU,3
Cảm ơn quà của shop,POS,4
Hàng quá tệ,NEG,1
Shop phục vụ rất tốt nhưng ko có hsd,NEU,3
Shop phục vụ rất tốt,POS,5
Áo mặc cực mê luôn ý ạ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt,POS,5
"Hàng ko như mẫm, và shop ko có đổi trả hàng, vậy khó cho người mua Chất lượng sản phẩm kém",NEG,1
"Chất lượng sản phẩm kém .hk đág tiền ,mọi ng nên cân nhắc trc khi mua ,áo chất liệu như hàg 35k ngoài chợ đêm, mới đầu phục vụ tốt nhiệt tìh, sau khi mìh đáh giá 2* shop lại qay lại trách móc ng mua, thái độ hk xem trọg ng mua, e ns v thôi ms ng tin hay hk thì tì, lần đầu tiên e bức xúc đến như v",NEG,1
"Không giống hình , bán xong hỏi shop hok muốn tl như bán 1 lần rồi thôi",NEG,1
"Thời gian giao hàng rất nhanh , áo rẻ nhung cộng phí vào la mắc, k đáng tiền, thua hàng chợ",NEG,2
Sp khá ok,POS,4
From k rộg như hình.Ở cánh tay hơi chật còn lại ok,NEU,3
"Giao hàng nhanh, chất lượng tạm ổn",NEU,3
Kô đc tặng kèm lược như bài đăng,NEU,3
Đẹp lắm luôn ạ,POS,5
màu đỏ chói quá :(,NEG,2
Rất đáng tiền,POS,5
"Hàng của bạn chất tạm ổn ,khuy áo bị rạch quá đường may bị rách ,nhìn ko có thẩm mỹ ,đường may đẹp nhưng áo mặc vào nhìn già",NEU,3
Áo may giống ảnh nhưng vải hơi mỏng,NEU,3
"Áo giống hình, vải đẹp, hơi ngắn",POS,4
Mua lần t3 vẫn tuyệt vời,POS,5
Bọc hàng cẩn thận,POS,4
Sữa rất ok,POS,5
Rất đáng tiền,NEU,3
Áo dc nhưng có vết vàng vàng 2 chổ haiz.,NEG,2
"Bọc đẹp, hàng chuẩn",POS,5
trời ơi..bán hàng phải có tâm chút chứ...đừng tưởng muốn bán thì bán ko cần biết chất lương ra sao...mua 2 cái thì cái thì xếp ly cả khúc...cái thì xì nách +so le nách...may là minhc làm bên may mặc nên may lại dc..chứ phải ng ở nhà chắc vứt 2 cái đi luôn...cạch,NEG,1
"Giống hình, form áo rộng, chất mỏng hơn mình nghĩ, áo mùi hắc khó chịu",NEG,1
"Giày tróc màu đế, giống như đồ chơi con nít...sơn chồng lên giày dỏm.",NEG,1
"Túi màu đẹp, hơi mỏng so với mong đợi, mình ko thích chất vải lắm , ko biết để đồ nặng có rách ko",NEU,3
Chất lượng sản phẩm tốt,POS,5
Vãi rất mỏng,NEG,2
Shop làm mình thất vọng khi mua online,NEG,1
Hơi dễ rách và xổ chỉ nhiều,NEU,3
Chứ nhận hàng hết cả hồn ngâm xà bông chà mãi vẫn k sạch,NEG,1
Hợp túi tiền,POS,4
Ai đặt size S thì hãy đặt size lớn hơn chút,NEU,3
"Hàng đẹp như hình, có chút lỗi nhỏ là có vài đường may ẩu với bị dư chỉ",NEG,2
"Giao 2 cái đen, trắng",NEU,3
Bán hàng kiểu qua cầu rút váng,NEG,1
sản phẩm sạc lâu nóng mà chưa hư,NEG,1
"Áo dễ thương, nhưng cổ không giống hình",NEU,3
Vải xấu và mỏng,NEG,1
Cố tình giao cho xong để lấy tiền như vậy đâu có đc,NEG,1
Chất lượng thì chưa xài nên chưa rõ,NEU,3
Sp bị may lỗi,NEG,1
Áo chó hơi dài :v thân vừa mà tay dài :v cơ mà vải đẹp .thíchhhh,POS,4
Thời gian giao hàng nhanh,POS,4
K co lân thư 2 quay lại,NEG,1
Thích tay dài quá❤️❤️❤️,POS,5
Vải mỏng chất lượng kém 😕😕,NEG,1
"Vải áo đen nóng không cùng loại với vải áo trắng, chữ in cũng xấu hơn",NEG,2
Mình chưa thử dây đã đứt rồi :(,NEG,1
Chúc shop bán đc nhiều,POS,5
Mình thì thích hơi rộng. 😁,NEU,3
Shop phục vụ rất tốt,POS,5
Quần đẹp lắm,POS,5
Tks shop,POS,4
Mình rất ưng ý,POS,5
Cảm ơn Shop nhiềuu❤️❤️,POS,5
Quà rất dễ thương :),POS,5
"Shop phục vụ rất tốt, thank shop nhe",POS,5
Váy k đc nhue mong muốn,NEG,1
Shop đóng gói hàng rất đẹp và chắc chắn,POS,4
"vải mỏng xấu , may dây bị lỗi, không giống như hình Rất không đáng tiền",NEG,1
Mua 3 cái về ko vừa cái nào mặc dù nhìn trong ảnh rất rộng,NEG,1
"Mih nhan dc roi,ao dep lam",POS,4
Mua 2 đôi,NEU,3
"San pham dung mieu ta, anh sang ok, nhung kg duoc gom cho lam",NEU,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền,POS,5
Miếng lót dưới dây giày bung chỉ rớt ra ngoài,NEG,1
Quẹo lựa hihi Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Mỗi tội là from hoi xấu,NEG,2
Nhưng nói chung là sp tốt,POS,4
Mình chọn xanh than lại giao màu đen,NEU,3
Hình ảnh hàng giao và trên bài đăng hoàn toàn khác nhau,NEG,1
"Đóng gói sản phẩm rất đẹp và chắc chắn, Thời gian giao hàng rất nhanh, Rất đáng tiền",POS,5
"Đệm mỏng, cũng tạm đc mặc bó chặt,",NEU,3
Vải k đk đẹp lắm,NEG,2
"Hàng kém chất lượng, ko chấp nhận đuọc",NEG,1
Nấu xôi lên ăn chung vs khô gà,POS,5
Shop phục vụ rất kém Đóng gói sản phẩm rất kém Thời gian giao hàng rất chậm,NEG,1
"Lại rất hiểu ý khách, mặc dù ko dặn màu sắc một số mặt hàng nhưng shop vẫn đoán ý và ship đúng màu thích",POS,5
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,POS,5
Shop phục vụ rất tốt,POS,4
Vải có hơi mỏng nhưng mình nghĩ là vừa túi tiền,NEU,3
Yêu shoppp,NEU,3
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời,POS,5
"Chất lượng sản phẩm kém , hàng không giống hình",NEG,1
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt,POS,4
Vì ống tay dài nên mùa hè mặc sẽ hơi nóng,NEU,3
"Chất lượng sản phẩm rất kém, mùi hắc ko chịu nổi còn sữa tắm thì lỏng lè",NEG,1
Mặc êm nhưng mặc 34 lấy size s hơi chật,NEG,2
"Đóng gói ok, hàng nhận được đúng như đã đặt",POS,5
Ủng hộ shop,NEU,3
Váy mỏng quá,NEG,1
